"idnum","measurement.no","Speaker","Word","Iter","Vowel","Phonation","Tone","Duration","h1h2c","h1c","h2h4c","h42Kc","h2Kh5Kc","h1a1c","h1a2c","h1a3c","cpp","hnr05","hnr15","hnr25","hnr35","strF0","sF1","sF2","sB1","sB2","energy","soe"
1,"01","f3","bahl","1","a","breathy","F",146,4.384,5.256,12.7,13.09,5.799,32.347,31.378,29.53,20.664,29.538,30.763,33.889,36.235,226.806,668.992,1398.693,175.287,292.391,0.272,0.051
1,"02","f3","bahl","1","a","breathy","F",146,4.384,5.256,12.7,13.09,5.799,32.347,31.378,29.53,20.664,29.538,30.763,33.889,36.235,214.834,674.967,1489.565,271.722,296.158,0.282,0.073
1,"03","f3","bahl","1","a","breathy","F",146,5.41,4.882,10.601,3.366,15.126,25.877,27.025,28.042,19.95,31.475,30.419,33.707,36.2,202.504,919.207,1635.749,548.747,164,0.234,0.059
1,"04","f3","bahl","1","a","breathy","F",146,2.068,4.885,15.918,4.808,11.766,32.683,27.976,31.615,20.327,33.023,31.962,34.181,36.814,195.068,961.171,1722.57,434.546,222.353,0.238,0.078
1,"05","f3","bahl","1","a","breathy","F",146,4.287,6.398,10.708,13.719,8.074,32.037,31.033,30.354,22.205,30.275,30.425,33.748,36.642,191.992,953.127,1797.172,275.845,202.273,0.238,0.093
1,"06","f3","bahl","1","a","breathy","F",146,5.701,7.29,8.578,18.073,5.523,33.846,32.875,30.857,23.576,28.797,29.092,33.054,35.926,189.934,961.412,1844.138,524.499,232.74,0.173,0.091
1,"07","f3","bahl","1","a","breathy","F",146,5.034,5.491,9.186,18.834,2.278,36.879,32.731,28.787,22.06,28.974,30.997,34.798,36.987,187.19,952.031,1985.416,539.478,442.689,0.114,0.065
1,"08","f3","bahl","1","a","breathy","F",146,3.261,3.88,12.512,21.621,-1.396,35.79,34.841,29.104,19.373,26.971,30.056,33.34,35.579,189.925,825.134,2020.164,422.482,385.775,0.1,0.067
1,"09","f3","bahl","1","a","breathy","F",146,4.574,4.029,19.902,11.532,0.55,29.71,32.711,28.135,17.543,27.487,32.016,34.138,35.438,193.667,785.298,2004.539,230.141,143.307,0.109,0.075
1,"10","f3","bahl","1","a","breathy","F",146,6.005,4.775,20.622,7.252,2.574,28.603,31.91,29.297,17.34,29.413,34.56,36.386,37.151,188.809,870.504,2013.565,351.319,260.263,0.115,0.08
10,"01","f3","beche7","3","e","checked","L",45,5.912,-11.862,-9.633,16.395,10.238,10.624,9.722,1.867,0,0,0,0,0,191.773,345.883,2063.166,181.902,469.77,0.016,0.113
10,"02","f3","beche7","3","e","checked","L",45,5.912,-11.862,-9.633,16.395,10.238,10.624,9.722,1.867,0,0,0,0,0,214.057,345.883,2063.166,181.902,469.77,0.016,0.095
10,"03","f3","beche7","3","e","checked","L",45,5.912,-11.862,-9.633,16.395,10.238,10.624,9.722,1.867,0,0,0,0,0,229.433,333.05,2193.145,127.66,571.095,0.019,0.062
10,"04","f3","beche7","3","e","checked","L",45,5.912,-11.862,-9.633,16.395,10.238,10.624,9.722,1.867,0,0,0,0,0,210.481,338.37,2061.655,138.072,529.686,0.018,0.055
10,"05","f3","beche7","3","e","checked","L",45,5.912,-11.862,-9.633,16.395,10.238,10.624,9.722,1.867,0,0,0,0,0,201.799,351.953,2004.29,181.332,434.325,0.014,0.047
10,"06","f3","beche7","3","e","checked","L",45,5.912,-11.862,-9.633,16.395,10.238,10.624,9.722,1.867,0,0,0,0,0,188.587,355.723,2020.518,207.313,430.491,0.013,0.057
10,"07","f3","beche7","3","e","checked","L",45,5.912,-11.862,-9.633,16.395,10.238,10.624,9.722,1.867,0,0,0,0,0,153.969,344.661,2100.214,217.574,444.739,0.014,0.057
10,"08","f3","beche7","3","e","checked","L",45,5.912,-11.862,-9.633,16.395,10.238,10.624,9.722,1.867,0,0,0,0,0,174.579,351.462,2158.942,304.141,506.451,0.014,0.065
10,"09","f3","beche7","3","e","checked","L",45,5.912,-11.862,-9.633,16.395,10.238,10.624,9.722,1.867,0,0,0,0,0,233.16,351.462,2158.942,304.141,506.451,0.014,0.048
10,"10","f3","beche7","3","e","checked","L",45,5.912,-11.862,-9.633,16.395,10.238,10.624,9.722,1.867,0,0,0,0,0,323.506,351.462,2158.942,304.141,506.451,0.014,0
100,"01","f3","duh","1","u","breathy","L",217,5.738,2.454,4.075,-13.849,41.324,13.17,24.501,2.576,16.809,26.935,38.949,46.814,49.765,227.929,413.902,1499.572,71.411,330.868,0.144,0.048
100,"02","f3","duh","1","u","breathy","L",217,8.687,3.54,3.481,-3.316,29.684,16.239,25.864,14.336,16.542,25.748,36.156,43.767,47.059,219.592,384.148,1298.534,75.837,184.084,0.147,0.069
100,"03","f3","duh","1","u","breathy","L",217,6.978,3.281,4.616,-7.649,34.385,17.221,23.132,10.38,16.919,28.048,37.884,45.369,48.868,212.665,370.397,1120.688,83.511,167.307,0.135,0.075
100,"04","f3","duh","1","u","breathy","L",217,10.388,2.646,3.295,-13.331,38.169,14.333,24.028,6.725,16.526,26.76,37.828,46.024,48.747,207.521,402.015,1047.941,30.434,210.582,0.216,0.064
100,"05","f3","duh","1","u","breathy","L",217,11.148,2.753,1.322,-14.854,38.687,12.119,27.121,3.518,17.05,28.924,40.234,47.81,50.409,202.039,385.95,1057.676,65.949,502.833,0.198,0.061
100,"06","f3","duh","1","u","breathy","L",217,7.014,3.782,1.774,-7.243,37.28,17.264,28.917,6.015,17.165,28.993,40.216,47.844,50.128,199.63,313.143,1339.354,137.18,662.101,0.152,0.091
100,"07","f3","duh","1","u","breathy","L",217,4.826,4.092,2.208,-3.427,35.776,19.073,28.716,9.282,17.825,23.417,36.275,45.787,49.539,197.887,337.506,1049.272,131.043,860.018,0.163,0.089
100,"08","f3","duh","1","u","breathy","L",217,3.132,2.728,10.114,-25.331,48.908,14.467,23.085,-4.381,16.402,24.69,38.553,47.002,50.249,200.018,252.159,704.29,82.805,519.239,0.129,0.098
100,"09","f3","duh","1","u","breathy","L",217,-1.588,-0.635,4.555,-25.423,56.084,1.621,18.107,-13.147,16.327,26.298,41.014,48.333,50.986,199.865,219.73,668.857,37.689,501.875,0.089,0.089
100,"10","f3","duh","1","u","breathy","L",217,-1.763,-2.039,5.878,-25.806,55.765,0.867,19.167,-12.712,15.974,30.852,43.534,49.615,51.999,203.834,227.973,753.673,62.862,561.474,0.058,0.068
1000,"01","f8","da7abep","1","e","modal","L",102,4.787,4.611,3.211,10.505,18.641,20.51,17.912,22.592,21.821,33.574,40.958,40.68,42.347,157.272,454.689,1897.721,230.033,71.875,0.154,0.019
1000,"02","f8","da7abep","1","e","modal","L",102,4.787,4.611,3.211,10.505,18.641,20.51,17.912,22.592,21.821,33.574,40.958,40.68,42.347,158.742,579.333,1809.561,169.421,52.693,0.185,0.036
1000,"03","f8","da7abep","1","e","modal","L",102,4.787,4.611,3.211,10.505,18.641,20.51,17.912,22.592,21.821,33.574,40.958,40.68,42.347,155.005,584.213,1851.851,158.033,59.532,0.184,0.036
1000,"04","f8","da7abep","1","e","modal","L",102,-1.609,3.048,14.303,8.228,14.817,21.164,23.838,27.699,21.725,32.998,40.357,41.083,43.196,152.78,538.582,1895.307,141.224,83.279,0.177,0.044
1000,"05","f8","da7abep","1","e","modal","L",102,0.377,4.1,10.047,8.994,16.671,23.167,20.635,25.852,22.684,34.987,41.644,41.445,42.857,150.909,504.479,1916.201,178.348,85.384,0.156,0.052
1000,"06","f8","da7abep","1","e","modal","L",102,3.067,5.011,7.573,8.706,17.768,23.542,17.98,23.298,23.151,36.642,43.558,42.502,43.26,149.944,456.422,1911.745,282.417,55.796,0.138,0.059
1000,"07","f8","da7abep","1","e","modal","L",102,5.88,5.27,3.476,8.943,19.3,21.703,16.178,21.013,22.087,33.455,41.165,40.588,42.025,148.244,349.997,1918.855,340.376,55.928,0.136,0.057
1000,"08","f8","da7abep","1","e","modal","L",102,9.877,5.161,-6.205,12.075,22.01,17.896,14.049,18.657,20.209,30.942,38.861,38.744,41.076,149.057,312.868,1939.921,304.865,79.094,0.13,0.067
1000,"09","f8","da7abep","1","e","modal","L",102,12.406,5.146,-12.421,17.028,21.922,14.506,14.2,18.329,19.36,30.297,38.607,38.702,41.376,146.732,304.173,1928.193,265.43,103.122,0.124,0.063
1000,"10","f8","da7abep","1","e","modal","L",102,12.406,5.146,-12.421,17.028,21.922,14.506,14.2,18.329,19.36,30.297,38.607,38.702,41.376,142.834,304.173,1928.193,265.43,103.122,0.124,0.068
1001,"01","f8","da7abep","2","a","laryngealized","L",98,1.767,0.779,3.647,10.511,19.003,22.362,26.244,14.99,22.58,41.004,44.077,47.211,48.779,171.028,507.683,1680.543,249.102,280.826,0.092,0.038
1001,"02","f8","da7abep","2","a","laryngealized","L",98,1.767,0.779,3.647,10.511,19.003,22.362,26.244,14.99,22.58,41.004,44.077,47.211,48.779,167.8,655.662,1878.166,124.103,152.939,0.124,0.085
1001,"03","f8","da7abep","2","a","laryngealized","L",98,1.767,0.779,3.647,10.511,19.003,22.362,26.244,14.99,22.58,41.004,44.077,47.211,48.779,163.926,652.155,1744.8,101.469,232.337,0.111,0.082
1001,"04","f8","da7abep","2","a","laryngealized","L",98,2.68,3.21,18.603,3.085,12.445,22.15,34.323,21.114,19.042,38.139,42.096,44.629,46.081,159.739,612.026,1661.613,214.265,172.579,0.101,0.06
1001,"05","f8","da7abep","2","a","laryngealized","L",98,0.673,1.308,13.21,5.872,15.193,21.801,29.382,16.953,20.188,39.327,42.449,45.153,46.924,156.181,477.794,1652.903,281.03,271.582,0.085,0.04
1001,"06","f8","da7abep","2","a","laryngealized","L",98,-0.199,-0.084,4.714,11.334,17.345,22.425,24.617,14.239,22.525,41.682,44.175,47.159,48.754,156.875,459.016,1631.67,297.371,368.385,0.079,0.05
1001,"07","f8","da7abep","2","a","laryngealized","L",98,1.288,-0.022,-1.721,14.182,19.424,23.08,23.348,13.567,24.042,42.155,44.473,47.617,49.249,155.912,392.778,1616.795,335.584,282.602,0.081,0.053
1001,"08","f8","da7abep","2","a","laryngealized","L",98,3.276,0.303,-6.345,14.161,23.917,22.803,22.816,12.367,24.951,42.354,45.613,49.296,50.763,155.962,397.647,1644.758,333.266,363.338,0.081,0.051
1001,"09","f8","da7abep","2","a","laryngealized","L",98,3.162,0.045,-6.91,14.321,26.47,21.733,23.228,11.653,25.195,42.123,46.497,50.848,52.136,153.377,425.498,1649.383,295.513,413.808,0.082,0.045
1001,"10","f8","da7abep","2","a","laryngealized","L",98,3.162,0.045,-6.91,14.321,26.47,21.733,23.228,11.653,25.195,42.123,46.497,50.848,52.136,152.11,425.498,1649.383,295.513,413.808,0.082,0.029
1002,"01","f8","da7abep","2","e","modal","L",106,9.075,2.435,-9.747,17.207,21.344,14.067,15.667,9.952,20.106,34.39,42.452,43.894,44.74,150.603,283.282,1932.14,311.206,108.937,0.079,0.02
1002,"02","f8","da7abep","2","e","modal","L",106,9.075,2.435,-9.747,17.207,21.344,14.067,15.667,9.952,20.106,34.39,42.452,43.894,44.74,152.518,392.222,1813.732,461.024,138.685,0.105,0.054
1002,"03","f8","da7abep","2","e","modal","L",106,9.233,2.772,-12.116,20.64,20.973,15.959,21.698,11.332,20.106,34.39,42.452,43.894,44.74,150.959,319.743,1873.859,520.53,139.279,0.102,0.055
1002,"04","f8","da7abep","2","e","modal","L",106,10.927,2.747,-15.076,22.126,20.862,14.932,20.089,10.518,26.06,40.724,48.019,49.614,49.967,149.848,328.472,1954.13,358.02,146.021,0.093,0.05
1002,"05","f8","da7abep","2","e","modal","L",106,11.731,2.676,-14.463,22.045,20.495,14.103,18.309,11.606,23.56,39.968,46.267,47.625,47.601,148.762,284.187,1975.308,253.322,120.785,0.081,0.06
1002,"06","f8","da7abep","2","e","modal","L",106,11.462,2.627,-12.346,18.058,20.876,12.834,16.391,11.811,20.901,37.192,44.358,45.256,45.278,145.668,286.53,1966.449,254.435,104.111,0.074,0.054
1002,"07","f8","da7abep","2","e","modal","L",106,10.537,2.696,-9.605,15.391,20.163,12.632,14.855,10.658,18.119,31.287,40.054,41.093,42.405,144.584,251.231,1960.592,175.157,75.554,0.065,0.055
1002,"08","f8","da7abep","2","e","modal","L",106,6.635,2.314,-4.098,12.203,22.196,14.935,12.509,8.223,15.172,26.777,36.668,38.732,40.86,143.988,221.505,1962.31,195.361,65.868,0.055,0.067
1002,"09","f8","da7abep","2","e","modal","L",106,2.416,1.42,-1.576,12.24,23.868,14.967,10.515,6.316,14.488,26.797,37.12,39.5,41.361,144.378,181.077,1946.652,278.641,79.667,0.046,0.058
1002,"10","f8","da7abep","2","e","modal","L",106,2.416,1.42,-1.576,12.24,23.868,14.967,10.515,6.316,14.488,26.797,37.12,39.5,41.361,147.508,181.077,1946.652,278.641,79.667,0.046,0.026
1003,"01","f8","da7abep","3","a","laryngealized","L",93,4.84,-1.375,-8.525,20.509,15.691,17.596,21.656,17.082,19.385,37.272,44.166,45.38,46.677,166.311,359.25,1837.471,254.054,198.389,0.049,0.034
1003,"02","f8","da7abep","3","a","laryngealized","L",93,4.84,-1.375,-8.525,20.509,15.691,17.596,21.656,17.082,19.385,37.272,44.166,45.38,46.677,164.66,258.245,1905.848,353.382,155.175,0.057,0.078
1003,"03","f8","da7abep","3","a","laryngealized","L",93,4.84,-1.375,-8.525,20.509,15.691,17.596,21.656,17.082,19.385,37.272,44.166,45.38,46.677,161.995,266.405,1899.98,309.562,164.586,0.052,0.074
1003,"04","f8","da7abep","3","a","laryngealized","L",93,3.78,-2.033,-17.585,29.103,18.129,13.75,17.866,15.178,18.928,34.014,42.03,44.296,46.15,158.03,311.019,1873.675,250.601,239.622,0.051,0.059
1003,"05","f8","da7abep","3","a","laryngealized","L",93,6.658,-2.326,-17.356,26.909,16.514,11.268,20.256,16.291,18.779,36.41,43.734,45.497,46.624,156.029,347.784,1817.162,242.583,233.342,0.048,0.052
1003,"06","f8","da7abep","3","a","laryngealized","L",93,6.787,-2.172,-12.487,22.658,14.122,13.48,21.693,18.001,18.872,38.861,45.505,46.599,47.392,155.394,407.049,1813.96,243.961,123.245,0.047,0.059
1003,"07","f8","da7abep","3","a","laryngealized","L",93,4.156,-1.27,-4.659,17.769,12.763,19.609,22.039,17.837,19.666,39.38,45.822,46.232,47.283,154.802,429.484,1813.998,215.899,124.719,0.047,0.065
1003,"08","f8","da7abep","3","a","laryngealized","L",93,3.382,-0.362,-0.476,14.097,15.969,23.896,22.833,17.017,20.165,36.151,42.924,44.071,45.913,153.945,415.407,1796.965,239.953,201.974,0.046,0.07
1003,"09","f8","da7abep","3","a","laryngealized","L",93,3.928,-0.019,0.464,13.719,17.918,23.394,24.995,17.84,20.326,35.434,42.09,43.542,45.398,151.484,435.161,1776.803,174.417,382.954,0.046,0.074
1003,"10","f8","da7abep","3","a","laryngealized","L",93,3.928,-0.019,0.464,13.719,17.918,23.394,24.995,17.84,20.326,35.434,42.09,43.542,45.398,147.965,435.161,1776.803,174.417,382.954,0.046,0.042
1004,"01","f8","da7abep","3","e","modal","L",86,3.216,0.55,-1.823,3.722,26.58,11.044,13.109,5.928,16.034,26.651,37.438,38.044,39.249,159.837,221.105,1854.518,100.219,282.266,0.042,0.023
1004,"02","f8","da7abep","3","e","modal","L",86,3.216,0.55,-1.823,3.722,26.58,11.044,13.109,5.928,16.034,26.651,37.438,38.044,39.249,147.975,339.544,1683.54,119.724,322.078,0.042,0.046
1004,"03","f8","da7abep","3","e","modal","L",86,3.216,0.55,-1.823,3.722,26.58,11.044,13.109,5.928,16.034,26.651,37.438,38.044,39.249,146.004,302.213,1743.627,147.202,274.426,0.043,0.054
1004,"04","f8","da7abep","3","e","modal","L",86,10.447,1.388,-6.155,8.259,20.701,15.283,22.072,14.631,16.034,26.651,37.438,38.044,39.249,146.14,245.477,1790.407,149.381,358.766,0.043,0.062
1004,"05","f8","da7abep","3","e","modal","L",86,7.461,1.094,-5.112,6.074,23.245,15.905,19.103,10.19,17.369,31.838,42.076,41.775,42.26,144.499,214.559,1854.869,93.631,454.441,0.044,0.061
1004,"06","f8","da7abep","3","e","modal","L",86,2.591,0.639,-2.001,3.883,25.312,16.339,15.231,5.816,15.89,28.726,39.347,39.297,40.19,142.92,198.254,1880.144,85.745,221.175,0.044,0.063
1004,"07","f8","da7abep","3","e","modal","L",86,0.342,0.309,0.127,2.458,27.175,11.822,11.34,3.594,15.262,23.552,35.09,36.316,37.925,147.66,172.752,1899.422,76.7,162.069,0.04,0.074
1004,"08","f8","da7abep","3","e","modal","L",86,0.323,0.136,0.926,1.217,30.081,4.69,7.666,2.454,15.767,23.363,34.011,35.378,37.096,147.515,156.155,1987.33,61.92,180.475,0.036,0.075
1004,"09","f8","da7abep","3","e","modal","L",86,1.426,-0.022,-0.525,2.409,31.58,0.749,5.261,2.454,15.594,24.37,34.278,35.394,37.088,142.282,151.36,1996.707,57.679,284.334,0.035,0.059
1004,"10","f8","da7abep","3","e","modal","L",86,1.426,-0.022,-0.525,2.409,31.58,0.749,5.261,2.454,15.594,24.37,34.278,35.394,37.088,141.549,151.36,1996.707,57.679,284.334,0.035,0.028
1005,"01","f8","dam","1","a","modal","H",150,2.598,3.236,-7.044,13.448,27.081,19.551,15.195,6.18,22.05,34.943,37.236,42.139,44.379,171.942,711.705,1757.379,83.495,88.465,0.261,0.073
1005,"02","f8","dam","1","a","modal","H",150,2.598,3.236,-7.044,13.448,27.081,19.551,15.195,6.18,22.05,34.943,37.236,42.139,44.379,166.954,728.983,1770.585,155.123,67.174,0.237,0.077
1005,"03","f8","dam","1","a","modal","H",150,3.094,6.739,13.005,12.159,7.055,25.553,29.994,20.824,23.133,34.04,37.724,42.429,44.746,162.97,667.752,1751.383,367.501,94.679,0.178,0.055
1005,"04","f8","dam","1","a","modal","H",150,2.523,4.688,9.153,8.373,17.828,25.734,22.981,16.187,22.92,36.469,38.092,41.212,43.067,163.4,448.051,1673.746,441.791,106.067,0.151,0.048
1005,"05","f8","dam","1","a","modal","H",150,7.711,3.589,-10.998,14.053,26.78,18.687,14.908,9.154,21.842,34.416,36.973,40.29,42.621,163.834,315.334,1618.069,550.193,109.774,0.149,0.053
1005,"06","f8","dam","1","a","modal","H",150,5.028,2.382,-17.134,16.031,32.82,15.565,9.027,1.555,23.083,38.769,40.742,44.376,46.54,165.666,254.625,1549.692,522.732,103.858,0.14,0.056
1005,"07","f8","dam","1","a","modal","H",150,0.955,1.944,-15.528,17.403,32.233,18.645,7.123,-1.458,21.666,35.234,36.392,42.202,44.196,169.147,263.528,1516.21,419.442,126.069,0.132,0.062
1005,"08","f8","dam","1","a","modal","H",150,-1.069,1.407,-14.576,15.799,34.144,17.115,8.226,-1.845,21.143,34.035,35.167,41.63,43.86,171.625,243.144,1439.406,476.981,243.746,0.123,0.063
1005,"09","f8","dam","1","a","modal","H",150,0.132,2.017,-12.614,11.286,36.809,16.211,13.23,-0.35,20.921,32.107,36.13,43.153,45.889,169.386,273.281,1497.643,271.983,731.209,0.118,0.068
1005,"10","f8","dam","1","a","modal","H",150,2.416,2.91,-9.508,9.59,34.481,16.71,19.183,3.268,19.576,26.038,32.893,40.846,44.422,172.971,240.905,1791.986,115.364,732.463,0.12,0.059
1006,"01","f8","dam","2","a","modal","H",145,5.973,1.714,-4.276,7.568,24.993,17.41,13.993,11.006,20.379,34.585,36.521,39.602,41.348,163.779,649.409,1699.107,86.924,136.637,0.132,0.026
1006,"02","f8","dam","2","a","modal","H",145,5.973,1.714,-4.276,7.568,24.993,17.41,13.993,11.006,20.379,34.585,36.521,39.602,41.348,159.376,613.737,1699.269,124.785,137.149,0.212,0.046
1006,"03","f8","dam","2","a","modal","H",145,0.19,2.85,8.184,9.123,15.771,19.976,21.566,15.022,19.949,31.244,34.947,38.148,40.492,154.025,427.018,1687.363,256.837,176.675,0.167,0.038
1006,"04","f8","dam","2","a","modal","H",145,2.511,2.373,-2.446,12.128,21.597,21.636,14.67,12.822,21.287,34.939,37.264,39.845,42.021,151.537,386.762,1641.938,442.424,144.882,0.149,0.049
1006,"05","f8","dam","2","a","modal","H",145,4.576,2.532,-2.101,6.373,25.897,21.775,12.463,13.242,22.73,36.955,37.721,40.321,41.888,150.758,356.307,1598.646,855.998,221.485,0.148,0.047
1006,"06","f8","dam","2","a","modal","H",145,7.459,2.584,-4.399,3.577,26.01,16.311,10.592,11.926,19.04,32.474,33.173,34.507,35.099,151.537,329.176,1577.655,520.808,152.737,0.139,0.053
1006,"07","f8","dam","2","a","modal","H",145,10.1,2.436,-8.739,3.828,29.458,12.011,9.106,9.747,19.753,32.58,34.983,38.18,39.861,152.357,317.444,1533.862,299.753,81.768,0.114,0.04
1006,"08","f8","dam","2","a","modal","H",145,9.775,0.881,-10.633,6.589,30.452,11.803,10.839,6.883,20.158,35.953,38.27,42.398,44.52,155.825,348.919,1520.363,293.018,145.805,0.075,0.035
1006,"09","f8","dam","2","a","modal","H",145,6.857,-0.905,-8.621,10.887,25.329,17.515,17.55,7.932,19.624,36.969,38.8,43.323,45.222,160.373,505.541,1487.016,425.898,373.164,0.053,0.024
1006,"10","f8","dam","2","a","modal","H",145,3.735,-1.433,-0.964,10.05,21.624,24.007,25.125,11.499,19.624,36.969,38.8,43.323,45.222,161.407,686.869,1726.432,479.404,763.157,0.053,0.017
1007,"01","f8","dam","3","a","modal","H",141,6.678,0.369,-4.51,6.084,29.376,11.911,17.493,9.513,19.523,36.39,41.744,44.39,46.547,159.475,493.059,1835.601,280.915,151.247,0.053,0.046
1007,"02","f8","dam","3","a","modal","H",141,6.678,0.369,-4.51,6.084,29.376,11.911,17.493,9.513,19.523,36.39,41.744,44.39,46.547,155.373,416.243,1867.498,236.738,165.43,0.057,0.058
1007,"03","f8","dam","3","a","modal","H",141,8.349,0.586,-6.957,13.214,20.017,18.134,20.352,14.052,19.814,32.446,40.734,43.418,45.069,151.73,308.999,1840.695,170.073,142.102,0.053,0.051
1007,"04","f8","dam","3","a","modal","H",141,11.441,0.355,-9.939,9.406,25.012,12.368,16.755,9.759,19.408,33.329,40.907,42.741,44.585,150.06,292.458,1764.819,194.037,273.509,0.054,0.066
1007,"05","f8","dam","3","a","modal","H",141,9.743,0.926,-6.502,4.724,30.039,11.364,15.815,9.933,19.076,28.689,34.646,38.581,42.646,148.879,268.407,1654.078,107.717,172.726,0.061,0.058
1007,"06","f8","dam","3","a","modal","H",141,5.708,0.998,-3.102,2.564,33.653,10.176,13.444,8.14,19.967,33.377,37.939,41.274,44.294,150.927,259.487,1642.725,102.515,176.445,0.062,0.072
1007,"07","f8","dam","3","a","modal","H",141,4.382,0.893,-0.376,1.02,32.781,10.121,14.474,8.451,19.765,41.719,45.685,46.532,47.917,151.589,266.678,1639.39,108.254,231.139,0.056,0.055
1007,"08","f8","dam","3","a","modal","H",141,4.319,-0.008,-1.551,3.685,31.254,10.32,18.332,8.573,20.089,44.864,48.04,49.741,50.761,153.292,258.309,1616.643,105.591,342.917,0.045,0.058
1007,"09","f8","dam","3","a","modal","H",141,3.499,-0.862,-3.437,8.397,31.126,11.883,22.517,8.519,18.574,39.18,44.235,48.557,50.407,157.216,271.128,1608.606,129.088,680.457,0.037,0.047
1007,"10","f8","dam","3","a","modal","H",141,4.594,-1.27,-5.693,10.856,29.781,11.943,24.057,8.691,18.574,39.18,44.235,48.557,50.407,157.161,301.238,1625.764,172.701,881.632,0.037,0.024
1008,"01","f8","duh","1","u","breathy","L",187,8.89,3.128,1.795,6.522,22.131,11.923,24.547,21.303,14.768,25.445,39.451,43.908,46.578,182.838,327.047,2379.426,55.64,936.414,0.173,0.052
1008,"02","f8","duh","1","u","breathy","L",187,9.309,6.103,1.176,7.153,24.076,12.272,23.942,21.147,15.167,24.586,37.17,41.455,43.47,170.874,315.913,2485.325,56.204,398.04,0.188,0.08
1008,"03","f8","duh","1","u","breathy","L",187,9.446,5.286,0.295,8.75,22.89,11.531,23.581,19.358,13.825,24.544,37.373,42.059,44.395,163.262,317.664,2409.199,50.083,182.924,0.151,0.067
1008,"04","f8","duh","1","u","breathy","L",187,9.42,3.058,-1.417,7.713,22.571,9.641,23.327,18.335,14.931,26.772,40.733,45.228,47.97,158.092,320.1,2369.225,45.73,382.379,0.135,0.051
1008,"05","f8","duh","1","u","breathy","L",187,8.509,2.355,-1.071,8.001,22.486,8.587,23.755,17.354,15.184,23.225,39.945,44.599,47.605,155.425,317.341,2334.733,46.642,319.747,0.129,0.043
1008,"06","f8","duh","1","u","breathy","L",187,7.319,1.938,0.81,8.561,21.712,9.501,24.41,20.743,16.256,27.378,41.603,45.677,48.336,152.483,341.155,2335.519,53.446,290.146,0.112,0.039
1008,"07","f8","duh","1","u","breathy","L",187,8.374,3.547,5.226,6.808,19.423,15.649,27.418,26.516,15.28,28.626,41.66,45.754,48.053,152.944,354.132,2363.819,81.395,249.712,0.099,0.054
1008,"08","f8","duh","1","u","breathy","L",187,8.742,3.472,6.347,3.161,19.267,16.05,25.278,25.416,14.175,23.886,36.848,41.344,43.684,150.014,338.088,2382.211,65.179,255.994,0.085,0.042
1008,"09","f8","duh","1","u","breathy","L",187,9.461,1.99,3.154,4.119,23.601,12.277,25.244,22.204,13.795,24.108,38.497,43.296,46.713,148.594,288.67,2357.006,77.126,207.295,0.057,0.047
1008,"10","f8","duh","1","u","breathy","L",187,10.997,1.104,0.484,2.092,27.887,12.415,22.34,19.751,13.553,25.142,40.859,44.874,48.096,147.485,289.607,2442.64,99.09,79.312,0.036,0.02
1009,"01","f8","duh","2","u","breathy","L",138,9.75,-1.013,2.016,3.158,25.355,12.439,23.799,20.856,14.917,23.482,40.495,44.684,47.479,174.416,319.302,2469.974,47.723,374.413,0.07,0.046
1009,"02","f8","duh","2","u","breathy","L",138,9.75,-1.013,2.016,3.158,25.355,12.439,23.799,20.856,14.917,23.482,40.495,44.684,47.479,166.864,309.293,2461.491,39.873,185.956,0.072,0.073
1009,"03","f8","duh","2","u","breathy","L",138,9.797,1.194,1.388,4.174,25.21,11.593,21.236,23.258,16.902,25.541,43.493,47.651,49.594,161.9,319.45,2442.283,39.267,171.508,0.059,0.068
1009,"04","f8","duh","2","u","breathy","L",138,9.311,-0.895,1.143,5.109,24.647,9.914,19.377,21.166,15.297,24.042,42.718,46.69,48.67,155.143,321.538,2422.632,34.526,89.452,0.049,0.048
1009,"05","f8","duh","2","u","breathy","L",138,8.788,-1.985,1.203,5.358,24.542,9.322,17.897,21.337,14.328,23.715,41.153,45.595,48.17,153.082,316.688,2432.919,42.388,108.707,0.04,0.046
1009,"06","f8","duh","2","u","breathy","L",138,10.594,-1.433,1.804,4.632,23.492,11.993,21.472,24.697,15.95,25.37,42.556,46.612,49.154,148.972,328.033,1924.452,82.695,769.201,0.033,0.044
1009,"07","f8","duh","2","u","breathy","L",138,12.55,-0.74,1.306,3.463,23.619,15.784,29.478,23.561,14.987,22.185,38.682,43.099,46.241,147.278,288.049,1489.661,96.172,382.777,0.029,0.063
1009,"08","f8","duh","2","u","breathy","L",138,10.487,-0.442,2.223,0.525,27.232,14.665,29.633,17.516,13.513,21.348,36.759,41.106,44.514,147.558,254.545,1471.328,88.827,464.165,0.026,0.052
1009,"09","f8","duh","2","u","breathy","L",138,7.194,-1.993,4.607,-0.506,28.211,13.406,26.73,15.971,14.142,23.037,39.11,42.895,46.801,145.865,247.41,1510.397,93.866,338.398,0.021,0.046
1009,"10","f8","duh","2","u","breathy","L",138,6.25,-2.999,4.693,-0.166,29.07,13.794,24.604,15.365,14.142,23.037,39.11,42.895,46.801,147.864,226.027,1454.223,140.976,487.563,0.021,0.035
101,"01","f3","duh","2","u","breathy","L",194,6.164,-0.213,1.885,-7.116,35.146,17.7,23.468,8.692,17.393,26.61,39.344,46.306,48.687,237.253,371.904,1748.009,144.615,371.691,0.074,0.052
