"idnum","measurement.no","Speaker","Word","Iter","Vowel","Phonation","Tone","Duration","h1h2c","h1c","h2h4c","h42Kc","h2Kh5Kc","h1a1c","h1a2c","h1a3c","cpp","hnr05","hnr15","hnr25","hnr35","strF0","sF1","sF2","sB1","sB2","energy","soe"
1400,"06","m2","behlhe7","1","e","breathy","L",213,0.032,8.865,12.511,11.371,10.224,24.992,21.228,27.642,20.682,13.372,24.497,28.376,32.543,85.631,526.806,1707.276,130.904,32.711,0.282,0.022
1400,"07","m2","behlhe7","1","e","breathy","L",213,-1.05,9.631,13.32,13.872,8.656,26.074,22.448,30.245,22.055,15.929,25.901,30.713,35.539,84.438,512.684,1709.793,215.178,39.661,0.305,0.026
1400,"08","m2","behlhe7","1","e","breathy","L",213,-2.586,8.887,13.622,15.213,7.881,25.201,25.691,29.97,21.225,19.409,30.379,34.296,38.219,84.941,502.773,1753.081,132.929,64.219,0.304,0.021
1400,"09","m2","behlhe7","1","e","breathy","L",213,-3.179,8.249,13.45,15.52,10.069,22.315,26.696,27.022,21.716,19.424,31.649,34.884,38.707,84.999,469.537,1764.595,100.337,68.181,0.314,0.02
1400,"10","m2","behlhe7","1","e","breathy","L",213,-2.959,8.264,13.803,15.252,11.561,21.428,26.471,26.548,21.716,19.424,31.649,34.884,38.707,83.596,469.346,1782.991,106.902,64.65,0.314,0.01
1401,"01","m2","behlhe7","1","e","checked","L",90,0.134,7.592,12.141,10.583,17.849,13.469,23.032,17.925,19.722,10.685,28.381,32.277,35.595,89.334,378.528,1861.155,35.916,88.782,0.379,0.002
1401,"02","m2","behlhe7","1","e","checked","L",90,0.134,7.592,12.141,10.583,17.849,13.469,23.032,17.925,19.722,10.685,28.381,32.277,35.595,89.163,371.775,1865.46,43.835,84.773,0.379,0.036
1401,"03","m2","behlhe7","1","e","checked","L",90,0.134,7.592,12.141,10.583,17.849,13.469,23.032,17.925,19.722,10.685,28.381,32.277,35.595,88.38,374.089,1868.935,57.17,98.406,0.379,0.039
1401,"04","m2","behlhe7","1","e","checked","L",90,-2.636,7.663,13.793,12.594,17.206,14.178,22.799,18.335,19.722,10.685,28.381,32.277,35.595,89.379,375.888,1853.317,55.488,112.624,0.424,0.034
1401,"05","m2","behlhe7","1","e","checked","L",90,-2.549,7.728,13.884,11.028,17.491,13.793,22.236,17.144,19.722,10.685,28.381,32.277,35.595,92.14,366.551,1839.644,39.509,74.268,0.418,0.037
1401,"06","m2","behlhe7","1","e","checked","L",90,-1.759,7.82,13.938,9.452,18.382,13.226,21.734,16.076,20.332,10.706,28.118,32.086,35.386,94.485,372.925,1859.789,28.608,105.413,0.379,0.037
1401,"07","m2","behlhe7","1","e","checked","L",90,-0.006,7.752,12.376,9.911,18.591,12.863,22.666,16.968,19.56,10.598,28.361,32.215,35.562,98.076,385.48,1867.441,19.685,140.684,0.324,0.04
1401,"08","m2","behlhe7","1","e","checked","L",90,2.717,7.446,10.038,11.037,17.839,13.416,24.38,19.492,18.702,10.855,29.094,32.97,36.268,96.587,392.5,1863.709,12.991,51.304,0.292,0.026
1401,"09","m2","behlhe7","1","e","checked","L",90,4.88,6.858,8.641,11.521,16.433,14.315,25.061,21.406,18.702,10.855,29.094,32.97,36.268,100.326,389.658,1875.626,29.254,25.846,0.292,0.029
1401,"10","m2","behlhe7","1","e","checked","L",90,4.88,6.858,8.641,11.521,16.433,14.315,25.061,21.406,18.702,10.855,29.094,32.97,36.268,98.755,389.658,1875.626,29.254,25.846,0.292,0.029
1402,"01","m2","behlhe7","2","e","breathy","L",199,-0.824,5.235,6.4,17.858,9.88,22.83,25.874,26.449,18.507,15.401,25.85,30.445,35.159,89.444,500.56,1579.084,73.342,153.919,0.214,0.018
1402,"02","m2","behlhe7","2","e","breathy","L",199,-2.618,8.601,9.16,14.024,19.826,17.696,29.376,29.787,18.507,15.401,25.85,30.445,35.159,87.027,514.828,1632.226,50.738,128.778,0.429,0.019
1402,"03","m2","behlhe7","2","e","breathy","L",199,-2.21,8.151,9.793,15.03,15.038,18.314,26.85,31.772,16.007,13.376,22.642,26.864,32.446,85.124,519.666,1682.583,93.376,102.452,0.359,0.021
1402,"04","m2","behlhe7","2","e","breathy","L",199,-1.182,7.309,9.838,15.811,11.908,23.084,24.898,30.522,18.002,12.24,22.096,26.428,31.9,81.254,519.84,1690.249,167.981,99.578,0.25,0.025
1402,"05","m2","behlhe7","2","e","breathy","L",199,-2.244,5.262,9.027,15.746,9.516,25.118,23.873,26.058,17.786,12.957,23.636,28.837,33.778,81.692,515.84,1670.275,240.371,74.321,0.177,0.029
1402,"06","m2","behlhe7","2","e","breathy","L",199,-2.224,4.981,8.174,17.837,7.282,24.175,25.671,26.289,17.176,13.624,24.334,29.3,34.089,82.324,516.303,1677.016,163.945,108.465,0.148,0.029
1402,"07","m2","behlhe7","2","e","breathy","L",199,0.314,3.606,3.89,17.694,10.193,24.699,25.315,23.2,19.151,17.488,28.321,33.08,36.95,79.121,505.952,1694.082,146.915,116.321,0.144,0.013
1402,"08","m2","behlhe7","2","e","breathy","L",199,2.164,3.31,0.365,22.296,7.533,22.144,27.564,24.056,21.789,20.176,30.871,35.055,39.08,79.97,522.648,1694.322,99.405,85.736,0.119,0.013
1402,"09","m2","behlhe7","2","e","breathy","L",199,0.119,3.36,3.067,21.542,5.507,23.207,26.227,22.838,19.205,19.181,30.055,34.194,38.736,81.343,474.185,1717.661,132.254,56.863,0.13,0.02
1402,"10","m2","behlhe7","2","e","breathy","L",199,-0.309,3.481,4.429,19.17,6.788,24.438,25.086,23.581,19.205,19.181,30.055,34.194,38.736,80.583,445.912,1688.019,100.37,83.871,0.13,0.011
1403,"01","m2","behlhe7","2","e","checked","L",79,3.654,5.002,14.569,6.288,16.254,18.679,25.744,25.858,16.898,10.986,31.289,36.056,39.963,84.048,374.859,1788.546,75.547,75.728,0.101,0
1403,"02","m2","behlhe7","2","e","checked","L",79,3.654,5.002,14.569,6.288,16.254,18.679,25.744,25.858,16.898,10.986,31.289,36.056,39.963,87.056,380.408,1776.612,44.473,79.474,0.101,0.023
1403,"03","m2","behlhe7","2","e","checked","L",79,3.654,5.002,14.569,6.288,16.254,18.679,25.744,25.858,16.898,10.986,31.289,36.056,39.963,89.044,370.886,1765.846,51.275,90.607,0.101,0.023
1403,"04","m2","behlhe7","2","e","checked","L",79,3.654,5.002,14.569,6.288,16.254,18.679,25.744,25.858,16.898,10.986,31.289,36.056,39.963,91.628,361.606,1797.747,51.865,72.412,0.11,0.027
1403,"05","m2","behlhe7","2","e","checked","L",79,2.427,5.472,13.876,7.716,17.736,17.224,27.689,25.555,16.898,10.986,31.289,36.056,39.963,93.03,365.047,1820.059,39.811,56.598,0.11,0.031
1403,"06","m2","behlhe7","2","e","checked","L",79,2.475,5.233,14.062,7.318,17.564,17.108,26.479,25.548,16.644,11.098,31.56,36.235,40.133,93.361,373.747,1808.631,42.121,38.331,0.099,0.022
1403,"07","m2","behlhe7","2","e","checked","L",79,3.399,4.911,14.658,6.18,16.835,18.414,25.162,25.76,16.946,10.95,31.225,36.01,39.921,95.68,382.032,1798.509,86.779,32.239,0.086,0.032
1403,"08","m2","behlhe7","2","e","checked","L",79,5.684,4.623,15.319,4.66,13.593,21.216,24.639,26.362,16.946,10.95,31.225,36.01,39.921,97.344,392.121,1779.386,136.617,74.695,0.086,0.032
1403,"09","m2","behlhe7","2","e","checked","L",79,7.249,4.511,15.368,3.486,11.836,22.853,24.649,27.142,16.946,10.95,31.225,36.01,39.921,97.72,379.647,1726.164,192.862,223.543,0.086,0.016
1403,"10","m2","behlhe7","2","e","checked","L",79,7.249,4.511,15.368,3.486,11.836,22.853,24.649,27.142,16.946,10.95,31.225,36.01,39.921,96.561,379.647,1726.164,192.862,223.543,0.086,0
1404,"01","m2","behlhe7","3","e","breathy","L",238,3.479,5.98,7.14,13.213,9.626,30.481,27.35,28.332,18.098,21.195,31.404,34.18,37.932,81.689,405.979,1645.129,119.209,152.594,0.078,0.029
1404,"02","m2","behlhe7","3","e","breathy","L",238,2.399,7.261,14.695,3.905,12.624,25.342,25.195,23.679,18.098,21.195,31.404,34.18,37.932,79.734,388.578,1699.426,188.261,81.405,0.095,0.026
1404,"03","m2","behlhe7","3","e","breathy","L",238,3.197,6.638,9.387,7.761,12.367,27.891,25.271,24.844,16.627,18.867,29.461,31.657,35.067,79.552,420.779,1683.107,177.121,96.018,0.082,0.026
1404,"04","m2","behlhe7","3","e","breathy","L",238,5.282,6.189,9.466,5.138,11.335,26.772,24.208,21.211,14.799,15.933,27.245,30.323,34.142,79.923,432.746,1704.597,186.999,117.19,0.076,0.022
1404,"05","m2","behlhe7","3","e","breathy","L",238,3.948,6.361,5.626,14.672,6.327,32.125,30.004,28.401,16.719,18.334,29.294,32.459,36.049,78.588,522.169,1676.462,150.923,103.945,0.078,0.022
1404,"06","m2","behlhe7","3","e","breathy","L",238,3.092,6.137,6.361,15.506,10.109,33.032,29.488,33.544,20.056,19.472,29.153,32.733,37.374,79.004,544.974,1682.043,209.265,94.278,0.073,0.027
1404,"07","m2","behlhe7","3","e","breathy","L",238,3.481,5.819,5.295,14.765,10.831,31.931,28.428,32.031,20.064,20.911,30.004,33.464,37.876,78.802,510.133,1749.21,207.077,78.962,0.075,0.02
1404,"08","m2","behlhe7","3","e","breathy","L",238,3.298,5.369,5.093,18.698,6.602,30.008,27.98,32.096,17.995,28.1,37.863,39.354,42.321,78.764,492.669,1760.265,166.704,65.56,0.074,0.015
1404,"09","m2","behlhe7","3","e","breathy","L",238,2.727,4.983,5.509,19.32,8.233,33.538,27.029,28.569,21.588,29.294,39.309,41.541,44.783,77.94,480.995,1722.155,177.251,63.754,0.072,0.02
1404,"10","m2","behlhe7","3","e","breathy","L",238,2.13,4.795,6.33,18.697,10.843,33.551,27.855,27.924,21.588,29.294,39.309,41.541,44.783,77.092,472.172,1719.491,135.688,61.297,0.072,0.009
1405,"01","m2","behlhe7","3","e","checked","L",115,8.414,2.874,13.443,3.791,16.126,25.013,25.253,27.779,16.508,17.099,36.93,40.372,44.478,83.303,371.225,1821.535,86.717,57.642,0.046,0.026
1405,"02","m2","behlhe7","3","e","checked","L",115,8.414,2.874,13.443,3.791,16.126,25.013,25.253,27.779,16.508,17.099,36.93,40.372,44.478,86.247,379.16,1803,57.006,43.575,0.046,0.04
1405,"03","m2","behlhe7","3","e","checked","L",115,8.414,2.874,13.443,3.791,16.126,25.013,25.253,27.779,16.508,17.099,36.93,40.372,44.478,89.33,372.714,1849.547,76.934,65.981,0.072,0.028
1405,"04","m2","behlhe7","3","e","checked","L",115,2.836,5.186,17.675,6.016,17.596,23.139,28.895,29.706,16.508,17.099,36.93,40.372,44.478,90.252,378.928,1851.396,110.615,37.527,0.068,0.032
1405,"05","m2","behlhe7","3","e","checked","L",115,3.954,5.203,18.108,4.547,19.586,24.141,27.454,28.409,16.133,17.923,37.577,41.214,44.714,92.711,377.816,1832.934,110.071,25.877,0.057,0.035
1405,"06","m2","behlhe7","3","e","checked","L",115,7.402,4.778,17.418,1.458,19.173,26.443,24.44,27.888,17.24,17.373,36.961,40.281,44.129,97.417,369.648,1815.942,97.368,18.605,0.038,0.032
1405,"07","m2","behlhe7","3","e","checked","L",115,12.587,3.708,10.952,3.249,15.406,27.323,23.875,28.155,16.379,16.132,36.363,39.655,44.202,95.684,352.412,1818.055,89.298,65.375,0.025,0.018
1405,"08","m2","behlhe7","3","e","checked","L",115,14.025,0.838,6.872,4.459,12.388,26.038,24.245,27.182,16.198,17.122,36.938,40.485,45.049,95.63,361.964,1803.149,92.308,155.291,0.019,0.008
1405,"09","m2","behlhe7","3","e","checked","L",115,9.398,-3.926,8.973,2.957,11.79,22.139,22.275,24.711,16.198,17.122,36.938,40.485,45.049,95.336,376.645,1798.939,60.661,52.874,0.019,0.008
1405,"10","m2","behlhe7","3","e","checked","L",115,9.398,-3.926,8.973,2.957,11.79,22.139,22.275,24.711,16.198,17.122,36.938,40.485,45.049,95.336,376.645,1798.939,60.661,52.874,0.019,0.004
1406,"01","m2","beht","1","e","breathy","L",134,1.486,11.978,7.735,4.143,21.184,18.651,19.331,14.007,19.197,14.552,21.191,23.349,27.571,99.109,489.099,1520.859,27.858,69.846,1.068,0.022
1406,"02","m2","beht","1","e","breathy","L",134,1.486,11.978,7.735,4.143,21.184,18.651,19.331,14.007,19.197,14.552,21.191,23.349,27.571,100.85,503.29,1544.125,21.179,59.672,1.278,0.043
1406,"03","m2","beht","1","e","breathy","L",134,2.541,12.479,5.547,4.259,25.719,16.894,21.16,12.073,19.197,14.552,21.191,23.349,27.571,97.56,515.537,1609.784,32.134,67.387,1.286,0.038
1406,"04","m2","beht","1","e","breathy","L",134,2.781,11.98,5.356,3.772,24.784,17.991,18.832,12.351,20.079,17.825,23.911,24.977,28.819,95.422,540.838,1631.329,46.645,47.546,1.205,0.036
1406,"05","m2","beht","1","e","breathy","L",134,3.868,11.982,4.167,5.187,21.241,19.237,18.312,12.452,20.917,18.008,24.435,25.961,29.283,93.94,554.553,1645.987,43.944,49.705,1.05,0.046
1406,"06","m2","beht","1","e","breathy","L",134,3.075,12.521,4.872,7.413,17.751,18.977,19.168,12.953,20.395,15.426,21.921,24.195,27.992,91.528,544.476,1664.076,42.144,50.645,1.072,0.046
1406,"07","m2","beht","1","e","breathy","L",134,-0.042,12.423,8.915,5.312,18.428,18.361,19.302,14.261,17.641,11.433,18.312,21.092,26.043,90.246,526.655,1667.44,38.212,57.295,0.929,0.044
1406,"08","m2","beht","1","e","breathy","L",134,-1.728,11.604,13.272,1.48,20.861,18.696,19.656,16.291,16.685,9.967,17.244,20.306,25.621,87.115,519.765,1692.799,63.092,79.626,0.783,0.039
1406,"09","m2","beht","1","e","breathy","L",134,-0.54,10.588,13.327,0.151,21.492,20.099,19.903,18.503,16.685,9.967,17.244,20.306,25.621,80.988,507.714,1721.887,107.648,63.761,0.783,0.029
1406,"10","m2","beht","1","e","breathy","L",134,-0.54,10.588,13.327,0.151,21.492,20.099,19.903,18.503,16.685,9.967,17.244,20.306,25.621,73.588,525.719,1831.701,221.098,199.895,0.783,0.003
1407,"01","m2","beht","2","e","breathy","L",107,3.261,8.13,12.836,7.07,13.006,26.963,26.526,27.646,15.204,17.279,26.827,31.203,35.417,92.494,447.26,1676.489,176.841,96.35,0.137,0.023
1407,"02","m2","beht","2","e","breathy","L",107,3.261,8.13,12.836,7.07,13.006,26.963,26.526,27.646,15.204,17.279,26.827,31.203,35.417,86.724,485.06,1656.345,81.309,162.445,0.137,0.023
1407,"03","m2","beht","2","e","breathy","L",107,3.261,8.13,12.836,7.07,13.006,26.963,26.526,27.646,15.204,17.279,26.827,31.203,35.417,83.478,488.688,1665.299,64.565,176.06,0.198,0.031
1407,"04","m2","beht","2","e","breathy","L",107,-0.741,8.718,13.298,11.738,13.273,23.835,32.077,29.782,15.204,17.279,26.827,31.203,35.417,82.77,487.168,1676.955,81.691,118.656,0.18,0.039
1407,"05","m2","beht","2","e","breathy","L",107,0.458,8.415,13.447,10.637,12.905,25.406,31.193,29.643,15.229,17.522,27.286,31.806,35.807,81.157,472.777,1676.102,183.49,84.378,0.144,0.032
1407,"06","m2","beht","2","e","breathy","L",107,2.567,8.178,12.3,8.993,12.245,27.892,27.285,28.353,15.163,18.44,27.778,32.026,36.067,78.971,418.931,1665.61,305.138,67.757,0.115,0.034
1407,"07","m2","beht","2","e","breathy","L",107,4.747,7.788,12.553,4.554,13.452,28.064,22.66,26.273,15.228,15.869,25.553,30.003,34.512,77.466,359.404,1658.904,227.802,41.605,0.092,0.032
1407,"08","m2","beht","2","e","breathy","L",107,7.529,7.78,12.797,1.35,13.318,28.329,21.54,25.057,15.228,15.869,25.553,30.003,34.512,75.777,418.155,1694.334,238.403,50.77,0.092,0.041
1407,"09","m2","beht","2","e","breathy","L",107,8.729,7.929,11.405,2.768,12.977,30.112,22.537,25.932,15.228,15.869,25.553,30.003,34.512,73.279,449.651,1725.071,225.891,69.124,0.092,0.041
1407,"10","m2","beht","2","e","breathy","L",107,8.729,7.929,11.405,2.768,12.977,30.112,22.537,25.932,15.228,15.869,25.553,30.003,34.512,71.866,449.651,1725.071,225.891,69.124,0.092,0.009
1408,"01","m2","beht","3","e","breathy","L",108,4.174,7.759,15.823,8.174,3.853,33.863,33.101,30.861,15.776,15.126,26.468,30.433,34.44,87.771,438.356,1651.555,208.238,165.281,0.09,0.022
1408,"02","m2","beht","3","e","breathy","L",108,4.174,7.759,15.823,8.174,3.853,33.863,33.101,30.861,15.776,15.126,26.468,30.433,34.44,86.084,478.645,1613.848,78.299,129.06,0.09,0.044
1408,"03","m2","beht","3","e","breathy","L",108,4.174,7.759,15.823,8.174,3.853,33.863,33.101,30.861,15.776,15.126,26.468,30.433,34.44,84.274,463.641,1633.514,79.89,162.895,0.134,0.039
1408,"04","m2","beht","3","e","breathy","L",108,0.841,8.599,16.738,11.896,2.865,29.807,32.165,31.854,15.776,15.126,26.468,30.433,34.44,84.529,426.854,1643.906,156.74,203.289,0.116,0.046
1408,"05","m2","beht","3","e","breathy","L",108,1.601,8.186,19.253,7.004,4.688,32.472,33.053,30.694,17.086,14.118,26.481,30.795,34.835,80.898,461.695,1645.201,224.904,267.75,0.096,0.046
1408,"06","m2","beht","3","e","breathy","L",108,2.96,7.901,17.825,6.81,4.219,34.869,34.143,30.466,16.313,14.957,26.788,30.783,34.626,78.042,498.834,1649.492,198.944,124.68,0.077,0.036
1408,"07","m2","beht","3","e","breathy","L",108,5.116,7.49,14.036,9.276,2.659,35.017,34.248,31.409,14.575,15.836,26.2,29.941,34.058,78.619,500.373,1656.079,215.924,79.799,0.059,0.04
1408,"08","m2","beht","3","e","breathy","L",108,8.353,7.01,12.227,7.485,4.13,35.738,32.181,30.549,14.001,16.022,25.903,29.627,33.984,78.437,370.902,1702.778,349.588,150.917,0.044,0.037
1408,"09","m2","beht","3","e","breathy","L",108,10.404,6.883,12.662,2.84,7.669,35.263,29.411,27.511,14.001,16.022,25.903,29.627,33.984,78.362,296.712,1664.478,357.019,202.311,0.044,0.037
1408,"10","m2","beht","3","e","breathy","L",108,10.404,6.883,12.662,2.84,7.669,35.263,29.411,27.511,14.001,16.022,25.903,29.627,33.984,79.821,296.712,1664.478,357.019,202.311,0.044,0
1409,"01","m2","bel","2","e","modal","F",117,-0.772,9.585,10.597,11.068,18.594,12.883,22.107,19.817,16.544,8.832,25.796,29.551,32.208,94.149,363.151,1760.14,21.103,63.317,0.817,0.016
1409,"02","m2","bel","2","e","modal","F",117,-0.772,9.585,10.597,11.068,18.594,12.883,22.107,19.817,16.544,8.832,25.796,29.551,32.208,93.519,363.841,1768.544,20.707,67.797,0.817,0.041
1409,"03","m2","bel","2","e","modal","F",117,1.26,11.959,8.637,10.671,21.982,10.413,19.554,24.316,16.544,8.832,25.796,29.551,32.208,91.03,360.902,1793.262,21.426,44.048,1.184,0.038
1409,"04","m2","bel","2","e","modal","F",117,0.388,11.723,9.869,9.591,22.685,10.541,18.878,23.56,16.95,10.469,26.864,29.223,32.158,88.906,351.83,1805.639,40.718,60.757,1.104,0.042
1409,"05","m2","bel","2","e","modal","F",117,-0.767,11.077,11.128,9.112,20.479,11.406,18.62,22.316,17.201,8.692,25.294,28.26,31.141,87.504,336.9,1814.592,71.421,131.834,0.886,0.043
1409,"06","m2","bel","2","e","modal","F",117,-1.402,9.971,12.348,9.328,17.48,12.97,21.64,19.233,16.385,7.321,24.438,28.41,31.245,83.8,356.945,1840.499,50.404,134.685,0.675,0.032
1409,"07","m2","bel","2","e","modal","F",117,-1.609,8.703,12.341,11.443,16.059,14.985,24.723,16.216,15.956,9.825,26.876,31.085,33.445,82.342,368.117,1856.985,45.553,136.694,0.486,0.029
1409,"08","m2","bel","2","e","modal","F",117,-0.882,7.32,8.972,14.146,16.443,14.492,25.387,16.863,16.591,10.712,28.031,32.342,34.632,80.145,370.961,1855.127,22.708,189.497,0.418,0.022
1409,"09","m2","bel","2","e","modal","F",117,-0.257,6.748,7.024,15.257,17.309,13.707,26.217,20.69,16.591,10.712,28.031,32.342,34.632,77.704,368.021,1863.791,18.315,166.985,0.418,0.021
1409,"10","m2","bel","2","e","modal","F",117,-0.257,6.748,7.024,15.257,17.309,13.707,26.217,20.69,16.591,10.712,28.031,32.342,34.632,77.772,353.738,1855.255,22.152,156.345,0.418,0.019
141,"01","f3","player","2","a","modal","M",82,-4.09,-3.659,2.155,12.934,22.45,1.455,9.634,6.039,16.457,32.249,42.654,44.905,45.168,224.473,246.279,2154.767,108.303,171.49,0.065,0.053
141,"02","f3","player","2","a","modal","M",82,-4.09,-3.659,2.155,12.934,22.45,1.455,9.634,6.039,16.457,32.249,42.654,44.905,45.168,223.038,257.468,1992.382,169.404,120.118,0.095,0.099
141,"03","f3","player","2","a","modal","M",82,-4.09,-3.659,2.155,12.934,22.45,1.455,9.634,6.039,16.457,32.249,42.654,44.905,45.168,223.27,249.655,2021.661,126.346,82.863,0.097,0.114
141,"04","f3","player","2","a","modal","M",82,-5.113,-2.148,2.244,16.065,20.666,1.291,8.122,6.329,19.485,38.985,46.483,47.518,47.074,224.945,250.174,2049.117,116.261,98.025,0.084,0.107
141,"05","f3","player","2","a","modal","M",82,-4.949,-2.506,2.806,15.36,20.166,1.489,8.624,7.741,18.254,37.357,45.724,46.929,46.834,220.306,258.411,2151.934,151.418,195.101,0.061,0.082
141,"06","f3","player","2","a","modal","M",82,-5.145,-3.558,3.957,13.76,20.004,2.188,9.571,8.404,17.258,33.193,43.343,45.669,46.318,216.359,246.348,2218.69,107.028,184.834,0.049,0.082
141,"07","f3","player","2","a","modal","M",82,-4.773,-4.319,3.172,12.287,22.271,1.964,10.067,6.037,15.619,30.642,41.982,44.621,44.993,217.325,233.721,2232.74,61.984,215.413,0.048,0.091
141,"08","f3","player","2","a","modal","M",82,-2.829,-4.346,0.415,11.039,25.485,0.854,10.141,3.516,14.557,28.113,40.137,42.999,43.295,222.029,233.847,2274.505,58.872,217.11,0.047,0.097
141,"09","f3","player","2","a","modal","M",82,-1.151,-4.25,-1.091,10.059,26.791,0.31,10.641,2.786,14.645,26.727,38.759,41.898,42.357,218.159,241.299,2282.713,84.363,272.873,0.041,0.082
141,"10","f3","player","2","a","modal","M",82,-1.151,-4.25,-1.091,10.059,26.791,0.31,10.641,2.786,14.645,26.727,38.759,41.898,42.357,214.927,241.299,2282.713,84.363,272.873,0.041,0.049
1410,"01","m2","bel","3","e","modal","F",84,1.455,10.3,12.576,8.202,20.715,15.443,28.653,21.053,17.019,7.256,24.939,30.643,33.559,94.018,352.198,1774.65,39.07,132.278,0.555,0.01
1410,"02","m2","bel","3","e","modal","F",84,1.455,10.3,12.576,8.202,20.715,15.443,28.653,21.053,17.019,7.256,24.939,30.643,33.559,93.357,362.053,1733.081,22.061,130.358,0.555,0.049
1410,"03","m2","bel","3","e","modal","F",84,1.455,10.3,12.576,8.202,20.715,15.443,28.653,21.053,17.019,7.256,24.939,30.643,33.559,91.428,358.484,1747.563,25.003,111.897,0.555,0.043
1410,"04","m2","bel","3","e","modal","F",84,1.455,10.3,12.576,8.202,20.715,15.443,28.653,21.053,17.019,7.256,24.939,30.643,33.559,89.699,356.177,1721.926,32.275,146.529,0.652,0.043
1410,"05","m2","bel","3","e","modal","F",84,1.833,11.175,12.049,8.032,22.537,14.247,29.849,20.992,17.019,7.256,24.939,30.643,33.559,88.385,346.481,1707.128,49.228,254.298,0.591,0.044
1410,"06","m2","bel","3","e","modal","F",84,1.309,10.663,12.807,6.619,22.55,15.122,29.458,20.224,16.958,7.896,25.389,31.047,33.863,87.475,332.553,1827.825,75.843,176.179,0.491,0.047
1410,"07","m2","bel","3","e","modal","F",84,1.268,9.955,13.065,7.612,20.078,15.924,28.015,20.81,17.102,6.394,24.328,30.103,33.151,84.696,348.75,1850.727,50.57,62.183,0.421,0.035
1410,"08","m2","bel","3","e","modal","F",84,1.412,9.274,12.359,10.928,17.194,16.633,27.084,22.346,17.102,6.394,24.328,30.103,33.151,80.964,361.932,1821.615,23.964,63.339,0.421,0.035
1410,"09","m2","bel","3","e","modal","F",84,1.412,9.274,12.359,10.928,17.194,16.633,27.084,22.346,17.102,6.394,24.328,30.103,33.151,77.134,356.111,1787.294,21.153,82.161,0.421,0.026
1410,"10","m2","bel","3","e","modal","F",84,1.412,9.274,12.359,10.928,17.194,16.633,27.084,22.346,17.102,6.394,24.328,30.103,33.151,72.058,356.111,1787.294,21.153,82.161,0.421,0
1411,"01","m2","bene7","1","e","checked","H",141,5.28,12.935,6.116,9.122,21.131,20.691,34.616,12.801,21.529,33.678,47.865,47.36,48.432,108.086,335.91,1702.605,39.991,300.807,0.475,0.026
1411,"02","m2","bene7","1","e","checked","H",141,5.28,12.935,6.116,9.122,21.131,20.691,34.616,12.801,21.529,33.678,47.865,47.36,48.432,108.093,341.15,1701.057,42.723,727.224,0.457,0.041
1411,"03","m2","bene7","1","e","checked","H",141,4.933,12.215,5.362,8.733,20.031,17.743,34.237,10.024,20.849,31.935,47.863,48.171,49.228,108.517,348.77,1633.053,39.94,590.892,0.469,0.041
1411,"04","m2","bene7","1","e","checked","H",141,4.939,12.447,5.432,9.005,19.686,17.953,33.871,11.92,21.116,33.458,48.418,48.521,49.55,108.727,354.906,1705.37,44.714,365.734,0.492,0.043
1411,"05","m2","bene7","1","e","checked","H",141,4.864,12.754,6.244,9.493,20.655,19.288,32.705,13.443,20.326,31.308,46.102,46.656,48.241,109.643,373.931,1648.956,46.099,364.5,0.49,0.046
1411,"06","m2","bene7","1","e","checked","H",141,4.753,12.974,7.682,7.008,22.216,22.31,33.809,12.093,21.632,30.88,45.629,45.801,47.649,110.682,379.517,1572.015,54.921,626.368,0.469,0.047
1411,"07","m2","bene7","1","e","checked","H",141,5.038,13.081,7.293,5.839,24.108,23.337,35.961,12.011,22.987,35.472,49.171,48.12,48.917,111.565,371.364,1612.341,54.492,537.222,0.457,0.048
1411,"08","m2","bene7","1","e","checked","H",141,5.76,13.27,5.948,7.909,24.702,22.479,35.56,13.478,21.689,37.463,50.226,48.033,48.233,110.628,363.235,1750.752,53.826,482.467,0.476,0.05
1411,"09","m2","bene7","1","e","checked","H",141,6.538,13.603,4.73,15.393,16.473,21.003,36.025,15.806,21.345,33.313,47.289,46.44,47.281,108.62,350.808,2071.089,57.227,536.042,0.495,0.05
1411,"10","m2","bene7","1","e","checked","H",141,6.864,13.761,4.116,22.821,9.408,20.023,36.845,17.862,21.345,33.313,47.289,46.44,47.281,106.322,354.351,1962.353,97.481,837.329,0.495,0.018
1412,"01","m2","bene7","1","e","modal","M",102,6.61,13.565,3.652,8.854,24.942,19.139,30.31,16.101,21.945,23.34,40.484,41.273,44.206,106.147,370.808,1700.968,35.544,195.25,0.8,0.011
1412,"02","m2","bene7","1","e","modal","M",102,6.61,13.565,3.652,8.854,24.942,19.139,30.31,16.101,21.945,23.34,40.484,41.273,44.206,106.839,353.992,1642.196,32.793,238.02,0.8,0.038
1412,"03","m2","bene7","1","e","modal","M",102,6.61,13.565,3.652,8.854,24.942,19.139,30.31,16.101,21.945,23.34,40.484,41.273,44.206,106.714,361.232,1670.222,33.129,181.23,0.733,0.046
1412,"04","m2","bene7","1","e","modal","M",102,5.611,12.765,3,10.214,24.209,16.587,28.714,17.43,21.945,23.34,40.484,41.273,44.206,106.835,369.642,1694.461,30.513,240.143,0.799,0.051
1412,"05","m2","bene7","1","e","modal","M",102,6.358,13.711,3.065,9.26,24.723,18.588,30.18,17.401,20.529,24.468,41.101,41.429,43.763,106.562,370.093,1674.261,30.191,174.629,0.849,0.051
